RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location
6146383,P191014075,04/11/2019 07:25:00 PM,High,SW,SHOOTING,900 S CATON AV,21229,Violetville,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2501.03,,"900 S CATON AV
BALTIMORE, MD"
6145351,P191011910,04/11/2019 11:19:00 AM,High,WD,SHOOTING,2300 RUSKIN AV,21217,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,"2300 RUSKIN AV
BALTIMORE, MD"
6145274,P191011902,04/11/2019 11:19:00 AM,High,WD,SHOOTING,WOODBROOK AV/RUSKIN AV,21217,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,"WOODBROOK AV
BALTIMORE, MD"
6145120,P191011896,04/11/2019 11:18:00 AM,High,WD,SHOOTING,2200 BLK RUSKIN AV,21217,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1504,Western,"2200 BLK RUSKIN AV
BALTIMORE, MD"
6145200,P191011917,04/11/2019 11:20:00 AM,High,WD,SHOOTING,2000-45 WINCHESTER ST,21216,Bridgeview/Greenlawn,Western,723,9,D9,Greater Rosemont,Census Tract 1605,,"2000 45 WINCHESTER ST
BALTIMORE, MD"
6145695,P191012062,04/11/2019 11:54:00 AM,High,CD,SHOOTING,200,21202,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,,
6145359,P191011905,04/11/2019 11:20:00 AM,High,WD,SHOOTING,2200 RUSKIN AV,21217,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,"2200 RUSKIN AV
BALTIMORE, MD"
6145913,P191011944,04/11/2019 11:26:00 AM,High,WD,SHOOTING,2800 WOODBROOK AV,21217,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,"2800 WOODBROOK AV
BALTIMORE, MD"
9857,P190502296,02/19/2019 03:20:00 PM,High,WD,SHOOTING,W NORTH AV/N FULTON AV,21217,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1502,Western,"W N NORTH AV
BALTIMORE, MD"
41140,P190412504,02/10/2019 06:24:00 PM,High,SW,SHOOTING,FREDERICK AV/S AUGUSTA AV,21229,Irvington,Southwestern,843,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"S FREDERICK AV
BALTIMORE, MD"
56726,P190371701,02/06/2019 11:53:00 AM,High,SE,SHOOTING,200,21224,Hopkins Bayview,Southeastern,241,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,,
6242889,P191230493,05/03/2019 02:43:00 AM,High,ED,SHOOTING,2200 E BIDDLE ST,,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 804,Eastern2,"2200 E BIDDLE ST
BALTIMORE, MD
(39.304572, -76.586845)"
6242937,P191230488,05/03/2019 02:42:00 AM,High,ED,SHOOTING,E MADISON ST/N CAROLINE ST,,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 704,,"E N MADISON ST
BALTIMORE, MD"
6242907,P191230452,05/03/2019 02:31:00 AM,High,ED,SHOOTING,N MILTON AV/E BIDDLE ST,,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 803.01,Eastern2,"N E MILTON AV
BALTIMORE, MD"
6242977,P191230506,05/03/2019 02:48:00 AM,High,ED,SHOOTING,2200 E BIDDLE ST,,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 804,Eastern2,"2200 E BIDDLE ST
BALTIMORE, MD
(39.304572, -76.586845)"
6242942,P191230524,05/03/2019 02:55:00 AM,High,ED,SHOOTING,E MADISON ST/N CAROLINE ST,,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 704,,"E N MADISON ST
BALTIMORE, MD"
6242927,P191230461,05/03/2019 02:33:00 AM,High,ED,SHOOTING,2400 E CHASE ST,,Biddle Street,Eastern,322,13,D5,Clifton-Berea,Census Tract 803.01,Eastern2,"2400 E CHASE ST
BALTIMORE, MD
(39.303625, -76.583833)"
6234860,P191211534,05/01/2019 09:59:00 AM,High,CW,SHOOTING,0 S GREENE ST,,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,"0 S GREENE ST
BALTIMORE, MD"
6237192,P191214106,05/01/2019 07:41:00 PM,High,NE,SHOOTING,4600 BOWLEYS LN,,Frankford,Northeastern,443,2,D6,Cedonia/Frankford,Census Tract 2602.02,,"4600 BOWLEYS LN
BALTIMORE, MD
(39.325811, -76.555921)"
6237707,P191214625,05/01/2019 10:00:00 PM,High,SW,SHOOTING,100 S MORLEY ST,,Saint Josephs,Southwestern,842,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.02,,"100 S MORLEY ST
BALTIMORE, MD
(39.285026, -76.675848)"
6237108,P191213984,05/01/2019 07:23:00 PM,High,CD,SHOOTING,W LANVALE ST/MYRTLE AV,,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1703,Central,"W LANVALE ST
BALTIMORE, MD"
6234722,P191211424,05/01/2019 09:24:00 AM,High,CD,SHOOTING,200 #ER,,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,"200 ER
BALTIMORE, MD"
6232874,P191204550,04/30/2019 09:07:00 PM,High,SW,SHOOTING,WILKENS AV/S PULASKI ST,,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,"S WILKENS AV
BALTIMORE, MD"
6232849,P191204548,04/30/2019 09:08:00 PM,High,SW,SHOOTING,500 BLK S PULASKI ST,,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,"500 BLK S PULASKI ST
BALTIMORE, MD
(39.281157, -76.649117)"
6232632,P191204279,04/30/2019 08:02:00 PM,High,ED,SHOOTING,N KENWOOD AV/ASHLAND AV,,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 701,Eastern2,"N KENWOOD AV
BALTIMORE, MD"
6232887,P191204563,04/30/2019 09:07:00 PM,High,SW,SHOOTING,WILKENS AV/S PULASKI ST,,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,"S WILKENS AV
BALTIMORE, MD"
6232559,P191204267,04/30/2019 08:02:00 PM,High,ED,SHOOTING,2800 ASHLAND AV,,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 701,Eastern2,"2800 ASHLAND AV
BALTIMORE, MD
(39.301129, -76.578077)"
6228508,P191194561,04/29/2019 11:00:00 PM,High,SE,SHOOTING,300 S SPRING CT,,Perkins Homes,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 301,,"300 S SPRING CT
BALTIMORE, MD
(39.28742, -76.598108)"
6228696,P191200066,04/30/2019 12:21:00 AM,High,WD,SHOOTING,300 N GILMOR ST,,Franklin Square,Western,711,9,D8,Southwest Baltimore,Census Tract 1901,,"300 N GILMOR ST
BALTIMORE, MD
(39.292264, -76.642583)"
6228882,P191200197,04/30/2019 01:05:00 AM,High,CD,SHOOTING,0 S GREENE ST,,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,"0 S GREENE ST
BALTIMORE, MD"
6226991,P191192955,04/29/2019 03:57:00 PM,High,WD,SHOOTING,800 BLK W LEXINGTON ST,,Poppleton,Western,712,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1801,,"800 BLK W LEXINGTON ST
BALTIMORE, MD
(39.291089, -76.630267)"
6226975,P191192983,04/29/2019 04:00:00 PM,High,WD,SHOOTING,800 VINE ST,,Poppleton,Western,712,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1801,,"800 VINE ST
BALTIMORE, MD
(39.290575, -76.629806)"
6224142,P191184015,04/28/2019 10:50:00 PM,High,NW,SHOOTING,4400 FAIRVIEW AV,,West Forest Park,Northwestern,641,8,D9,Forest Park/Walbrook,Census Tract 2803.02,,"4400 FAIRVIEW AV
BALTIMORE, MD
(39.321481, -76.690863)"
6224138,P191184029,04/28/2019 10:55:00 PM,High,NW,SHOOTING,4400 FAIRVIEW AV,,West Forest Park,Northwestern,641,8,D9,Forest Park/Walbrook,Census Tract 2803.02,,"4400 FAIRVIEW AV
BALTIMORE, MD
(39.321481, -76.690863)"
6223042,P191182885,04/28/2019 05:10:00 PM,High,WD,SHOOTING,PROSPECT ST/N DUKELAND ST,,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,,"N PROSPECT ST
BALTIMORE, MD"
6223046,P191182856,04/28/2019 05:04:00 PM,High,WD,SHOOTING,N WARWICK AV/EDMONDSON AV,,Rosemont Homeowners/Tenants,Western,721,9,D8,Greater Rosemont,Census Tract 1605,,"N WARWICK AV
BALTIMORE, MD"
6223095,P191182854,04/28/2019 05:05:00 PM,High,WD,SHOOTING,WHITMORE AV/EDMONDSON AV,,Rosemont Homeowners/Tenants,Western,721,9,D8,Greater Rosemont,Census Tract 1605,,"WHITMORE AV
BALTIMORE, MD"
6223090,P191182858,04/28/2019 05:05:00 PM,High,WD,SHOOTING,900 N DUKELAND ST,,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,,"900 N DUKELAND ST
BALTIMORE, MD
(39.29844, -76.662904)"
6223041,P191182844,04/28/2019 05:02:00 PM,High,WD,SHOOTING,2600 EDMONDSON AV,,Rosemont Homeowners/Tenants,Western,721,9,D8,Greater Rosemont,Census Tract 1605,,"2600 EDMONDSON AV
BALTIMORE, MD
(39.294594, -76.659622)"
6223104,P191182864,04/28/2019 05:05:00 PM,High,WD,SHOOTING,N WARWICK AV/ARUNAH AV,,Evergreen Lawn,Western,721,9,D8,Greater Rosemont,Census Tract 1605,,"N WARWICK AV
BALTIMORE, MD"
6223051,P191182863,04/28/2019 05:06:00 PM,High,WD,SHOOTING,N WARWICK AV/ARUNAH AV,,Evergreen Lawn,Western,721,9,D8,Greater Rosemont,Census Tract 1605,,"N WARWICK AV
BALTIMORE, MD"
6223029,P191182849,04/28/2019 05:04:00 PM,High,WD,SHOOTING,2500 BLK EDMONDSON AV,,Rosemont Homeowners/Tenants,Western,721,9,D8,Greater Rosemont,Census Tract 1605,,"2500 BLK EDMONDSON AV
BALTIMORE, MD
(39.294714, -76.656533)"
6223099,P191182868,04/28/2019 05:08:00 PM,High,WD,SHOOTING,900 N DUKELAND ST,,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,,"900 N DUKELAND ST
BALTIMORE, MD
(39.29844, -76.662904)"
6223035,P191182832,04/28/2019 05:03:00 PM,High,WD,SHOOTING,2500 EDMONDSON AV,,Rosemont Homeowners/Tenants,Western,721,9,D8,Greater Rosemont,Census Tract 1605,,"2500 EDMONDSON AV
BALTIMORE, MD
(39.294714, -76.656533)"
6222633,P191182398,04/28/2019 03:25:00 PM,High,ED,SHOOTING,E CHASE ST/N PATTERSON PARK AV,,Middle East,Eastern,322,13,D5,Clifton-Berea,Census Tract 804,Eastern2,"E N CHASE ST
BALTIMORE, MD"
6222606,P191182411,04/28/2019 03:24:00 PM,High,ED,SHOOTING,1000 N PATTERSON PARK AV,,Middle East,Eastern,322,13,D5,Clifton-Berea,Census Tract 804,Eastern2,"1000 N PATTERSON PARK AV
BALTIMORE, MD
(39.302509, -76.585364)"
6221886,P191181609,04/28/2019 11:37:00 AM,High,NW,SHOOTING,NELSON AV/W GARRISON AV,,Langston Hughes,Northwestern,613,6,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"W NELSON AV
BALTIMORE, MD"
6222598,P191182387,04/28/2019 03:25:00 PM,High,ED,SHOOTING,2300 E CHASE ST,,Biddle Street,Eastern,322,13,D5,Clifton-Berea,Census Tract 804,Eastern2,"2300 E CHASE ST
BALTIMORE, MD
(39.303584, -76.584995)"
6222611,P191182400,04/28/2019 03:25:00 PM,High,ED,SHOOTING,N PATTERSON PARK AV/E CHASE ST,,Middle East,Eastern,322,13,D5,Clifton-Berea,Census Tract 804,Eastern2,"N E PATTERSON PARK AV
BALTIMORE, MD"
6220457,P191180007,04/27/2019 11:59:00 PM,High,NW,SHOOTING,GARRISON BL/GRANTLEY RD,,Garwyn Oaks,Northwestern,641,6,D9,Forest Park/Walbrook,Census Tract 1508,,"GARRISON BL
BALTIMORE, MD"
6220233,P191174195,04/27/2019 11:14:00 PM,High,NE,SHOOTING,3800 CHESTERFIELD AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 CHESTERFIELD AV
BALTIMORE, MD
(39.317182, -76.56301)"
6220336,P191174239,04/27/2019 11:20:00 PM,High,NE,SHOOTING,CHESTERFIELD AV/RAVENWOOD AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"CHESTERFIELD AV
BALTIMORE, MD"
6220218,P191174207,04/27/2019 11:15:00 PM,High,NE,SHOOTING,3800 ELMORA AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 ELMORA AV
BALTIMORE, MD
(39.316241, -76.565089)"
6220271,P191174192,04/27/2019 11:13:00 PM,High,NE,SHOOTING,3800 RAVENWOOD AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 RAVENWOOD AV
BALTIMORE, MD
(39.315648, -76.563931)"
6220274,P191174201,04/27/2019 11:14:00 PM,High,NE,SHOOTING,3800 RAVENWOOD AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 RAVENWOOD AV
BALTIMORE, MD
(39.315648, -76.563931)"
6220278,P191174246,04/27/2019 11:22:00 PM,High,NE,SHOOTING,3800 RAVENWOOD AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 RAVENWOOD AV
BALTIMORE, MD
(39.315648, -76.563931)"
6220240,P191174206,04/27/2019 11:13:00 PM,High,NE,SHOOTING,3800 RAVENWOOD AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 RAVENWOOD AV
BALTIMORE, MD
(39.315648, -76.563931)"
6220257,P191174203,04/27/2019 11:15:00 PM,High,NE,SHOOTING,3800 BLK ELMORA AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 BLK ELMORA AV
BALTIMORE, MD
(39.316241, -76.565089)"
6220244,P191174181,04/27/2019 11:12:00 PM,High,NE,SHOOTING,3800 RAVENWOOD AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 RAVENWOOD AV
BALTIMORE, MD
(39.315648, -76.563931)"
6220347,P191174217,04/27/2019 11:17:00 PM,High,NE,SHOOTING,3800 ELMORA AV,,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 ELMORA AV
BALTIMORE, MD
(39.316241, -76.565089)"
6219701,P191173579,04/27/2019 08:05:00 PM,High,WD,SHOOTING,1800 BLK N PAYSON ST,,Easterwood,Western,741,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"1800 BLK N PAYSON ST
BALTIMORE, MD
(39.308845, -76.649831)"
6219741,P191173574,04/27/2019 08:04:00 PM,High,WD,SHOOTING,W NORTH AV/N PAYSON ST,,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1504,Western,"W N NORTH AV
BALTIMORE, MD"
6219662,P191173589,04/27/2019 08:06:00 PM,High,WD,SHOOTING,W NORTH AV/N PAYSON ST,,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1504,Western,"W N NORTH AV
BALTIMORE, MD"
168470,P190030244,01/03/2019 02:21:00 AM,High,ND,SHOOTING,W BELVEDERE AV/W NORTHERN PY,21209,Coldspring,Northern,533,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,,"W W BELVEDERE AV
PY BALTIMORE, MD"
1127367,P180191000,01/19/2018 11:26:00 AM,High,ED,SHOOTING,600 N DUNCAN ST,21205,CARE,Eastern,321,13,D5,Madison/East End,Census Tract 703,,"600 N DUNCAN ST
BALTIMORE, MD
(39.297541, -76.587178)"
284352,P183252851,11/21/2018 09:57:00 PM,High,CD,SHOOTING,0 S GAY ST,21202,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,,"0 S GAY ST
BALTIMORE, MD"
408166,P182802771,10/07/2018 10:52:00 PM,High,CD,SHOOTING,600,21223,Franklin Square,Western,711,9,D8,Southwest Baltimore,Census Tract 1901,,
474523,P182571887,09/14/2018 04:21:00 PM,High,NE,SHOOTING,5600 LOCH RAVEN BL,21239,Loch Raven,Northeastern,415,3,D3,Loch Raven,Census Tract 2708.03,,"5600 LOCH
RAVEN BL BALTIMORE, MD"
504935,P182461460,09/03/2018 02:02:00 PM,High,SE,SHOOTING,E MONUMENT ST/N ELLWOOD AV,21205,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 701,,"E N MONUMENT ST
BALTIMORE, MD"
527338,P182381340,08/26/2018 01:51:00 PM,High,CD,SHOOTING,200,21201,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,
544065,P182322331,08/20/2018 06:41:00 PM,High,CD,SHOOTING,200,21201,Mount Vernon,Central,142,11,D8,Downtown/Seton Hill,Census Tract 1701,,
544301,P182322067,08/20/2018 05:23:00 PM,High,ED,SHOOTING,E MADISON ST/N CAROLINE ST,21205,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 704,,"E N MADISON ST
BALTIMORE, MD"
561877,P182261737,08/14/2018 03:30:00 PM,High,NE,SHOOTING,5700 ONNEN RD,21206,Frankford,Northeastern,444,2,D4,Cedonia/Frankford,Census Tract 2601.01,,"5700 ONNEN RD
BALTIMORE, MD"
625684,P182040489,07/23/2018 07:51:00 AM,High,ND,SHOOTING,600,21287,Dunbar-Broadway,Eastern,321,13,D5,Oldtown/Middle East,Census Tract 604,,
636701,P182000378,07/19/2018 04:44:00 AM,High,NE,SHOOTING,200,21239,Loch Raven,Northeastern,415,3,D3,Loch Raven,Census Tract 2708.03,,
637314,P181993187,07/18/2018 10:13:00 PM,High,ND,SHOOTING,0 W 20,21202,Penn-Fallsway,Eastern,312,12,D5,Unassigned -- Jail,Census Tract 1003,,"0 W 20
BALTIMORE, MD"
748990,P181602921,06/09/2018 10:27:00 PM,High,ND,SHOOTING,E 0RD ST/WESTERWALD AV,21218,Waverly,Northern,543,14,D2,The Waverlies,Census Tract 903,,"E 0RD ST
BALTIMORE, MD"
843098,P181283161,05/08/2018 09:55:00 PM,Medium,CD,SHOOTING,200,21202,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,,
2205863,P163552287,12/20/2016 06:06:00 PM,High,NE,SHOOTING,FRANKFORD AV/SINCLAIR LN,21206,Frankford,Northeastern,444,2,D4,Cedonia/Frankford,Census Tract 2602.03,,"FRANKFORD AV
BALTIMORE, MD"
913441,P181033522,04/13/2018 11:13:00 PM,High,SW,SHOOTING,RAYNER AV/N ROSEDALE ST,21216,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"N RAYNER AV
BALTIMORE, MD"
2257728,P163352400,11/30/2016 06:02:00 PM,High,NW,SHOOTING,2900 BLK GARRISON BL,21216,Garwyn Oaks,Northwestern,641,6,D9,Forest Park/Walbrook,Census Tract 1508,,"2900 BLK
GARRISON BL BALTIMORE, MD"
1187596,P173581742,12/24/2017 06:59:00 PM,High,SW,SHOOTING,FREDERICK AV/S MONASTERY AV,21229,Irvington,Southwestern,833,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"S FREDERICK AV
BALTIMORE, MD"
1200132,P173531974,12/19/2017 05:18:00 PM,High,SW,SHOOTING,200,21229,Violetville,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2501.03,,
2426971,P162743525,09/30/2016 11:52:00 PM,High,ED,SHOOTING,ENSOR ST/MC ALEER CT,21202,Oldtown,Eastern,312,12,D5,Oldtown/Middle East,Census Tract 1002,,"ENSOR ST
BALTIMORE, MD"
1207614,P173502257,12/16/2017 03:53:00 PM,High,ND,SHOOTING,OLD YORK RD/DUMBARTON AV,21218,Pen Lucy,Northern,542,4,D2,Greater Govans,Census Tract 901,,"OLD YORK RD
BALTIMORE, MD"
1350109,P172932842,10/20/2017 09:21:00 PM,High,CD,SHOOTING,200,21202,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,,
1490393,P172422574,08/30/2017 08:33:00 PM,High,CD,SHOOTING,200,21201,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,
4219104,150342226,02/03/2015 06:05:00 PM,High,NE,Shooting,E 0TH ST/THE ALAMEDA,21218,Coldstream Homestead Montebello,Northeastern,411,14,D5,Midway/Coldstream,Census Tract 907,,"E 0TH ST
ALAMEDA BALTIMORE, MD"
1552238,P172202724,08/08/2017 08:43:00 PM,High,SE,SHOOTING,BAYVIEW HOSPITAL,21224,Hopkins Bayview,Southeastern,241,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,,"BAYVIEW HOSPITAL BALTIMORE, MD"
1574474,P172130120,08/01/2017 01:02:00 AM,High,ED,SHOOTING,N LAKEWOOD AV/E MADISON ST,21205,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,"N E LAKEWOOD AV
BALTIMORE, MD"
2710795,P161801407,06/28/2016 12:43:00 PM,High,CD,SHOOTING,200,21287,Dunbar-Broadway,Eastern,321,13,D5,Oldtown/Middle East,Census Tract 604,,
4264551,150190286,01/19/2015 02:58:00 AM,High,ED,Shooting,HARFORD AV/E NORTH AV,21213,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 909,Eastern1,"E HARFORD AV
BALTIMORE, MD"
1620610,P171963094,07/15/2017 11:15:00 PM,High,ED,SHOOTING,500 BLK E EAGER ST,21202,Penn-Fallsway,Eastern,312,12,D5,Unassigned -- Jail,Census Tract 1003,,"500 BLK E EAGER ST
BALTIMORE, MD"
78313,P190303306,01/30/2019 10:15:00 PM,High,WD,SHOOTING,2800 BLK EDMONDSON AV,21223,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,,"2800 BLK EDMONDSON AV
BALTIMORE, MD
(39.294476, -76.662976)"
144195,P190102393,01/10/2019 05:19:00 PM,High,SD,SHOOTING,2700 FISK RD,21225,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,,"2700 FISK RD
BALTIMORE, MD
(39.25005, -76.631008)"
164923,P190040655,01/04/2019 07:59:00 AM,High,ED,SHOOTING,300 N GAY ST,21202,Jonestown,Southeastern,211,12,D7,Oldtown/Middle East,Census Tract 2805,,"300 N GAY ST
BALTIMORE, MD
(39.2933, -76.607987)"
1685135,P171750385,06/24/2017 02:17:00 AM,High,CD,SHOOTING,400 MOSHER ST,21217,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,,"400 MOSHER ST
BALTIMORE, MD
(39.303833, -76.630129)"
3194566,P160143006,01/14/2016 09:06:00 PM,High,NE,SHOOTING,BELAIR RD/PARKWOOD AV,21206,Frankford,Northeastern,426,2,D4,Cedonia/Frankford,Census Tract 2602.01,,"BELAIR RD
BALTIMORE, MD"
3821245,P151702656,06/19/2015 06:52:00 PM,High,WD,SHOOTING,W LANVALE ST/N BENTALOU ST,21216,Midtown-Edmondson,Western,722,9,D8,Greater Rosemont,Census Tract 1605,,"W N LANVALE ST
BALTIMORE, MD"
2124974,P170202621,01/20/2017 08:18:00 PM,High,ND,SHOOTING,600 DUMBARTON AV,21218,Pen Lucy,Northern,542,4,D2,Greater Govans,Census Tract 901,,"600 DUMBARTON AV
BALTIMORE, MD
(39.338078, -76.607565)"
2209576,P163541163,12/19/2016 12:34:00 PM,High,ND,SHOOTING,5700 THE ALAMEDA,21239,Glen Oaks,Northern,522,4,D3,Loch Raven,Census Tract 2708.02,,"5700 THE
ALAMEDA BALTIMORE, MD
(39.023212, -94.56821)"
2963173,P160972454,04/06/2016 06:55:00 PM,High,SE,SHOOTING,3800 BANK ST,21224,Highlandtown,Southeastern,231,2,D6,Highlandtown,Census Tract 2608,,"3800 BANK ST
BALTIMORE, MD
(39.287667, -76.565222)"
4902996,141671868,06/16/2014 03:17:00 PM,High,ED,Shooting,E MONUMENT ST/AISQUITH ST,21202,Oldtown,Eastern,312,12,D7,Oldtown/Middle East,Census Tract 2805,,"E MONUMENT ST
BALTIMORE, MD"
5086913,141083030,04/18/2014 09:53:00 PM,High,ED,Shooting,E EAGER ST/N EDEN ST,21205,Oldtown,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 1002,,"E N EAGER ST
BALTIMORE, MD"
5534764,133101572,11/06/2013 01:47:00 PM,High,ND,Shooting,MARYLAND AV/W 0RD ST,21218,Old Goucher,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,,"W MARYLAND AV
BALTIMORE, MD"
5590439,132912538,10/18/2013 05:57:00 PM,High,SE,Shooting,ORLEANS ST/N MONTFORD AV,21224,Patterson Place,Southeastern,221,13,D5,Patterson Park North & East,Census Tract 603,,"N ORLEANS ST
BALTIMORE, MD"
5965133,P190593900,02/28/2019 07:06:00 PM,High,SD,SHOOTING,E0,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,
6082861,P190872856,03/28/2019 04:05:00 PM,High,ED,SHOOTING,N BOND ST/E EAGER ST,21205,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 704,,"N E BOND ST
BALTIMORE, MD"
5249642,140513251,02/20/2014 11:22:00 PM,High,NE,Shooting,4500-BLK GREEN ROSE LA,,,,,,,,,,"4500 BLK GREEN ROSE LA
BALTIMORE, MD
(39.310539, -76.562343)"
5715749,132510165,09/08/2013 12:50:00 AM,High,ED,Shooting,1000-BLK VALLEY ST,21202,Oldtown,Eastern,312,12,D5,Oldtown/Middle East,Census Tract 1002,,"1000 BLK VALLEY ST
BALTIMORE, MD
(39.301748, -76.604905)"
889195,P181130159,04/23/2018 01:12:00 AM,High,WD,SHOOTING,900 BLK N MONROE ST,21217,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"900 BLK N MONROE ST
BALTIMORE, MD
(39.299101, -76.647544)"
488,P190530796,02/22/2019 07:14:00 AM,High,WD,SHOOTING,N FULTON AV/W NORTH AV,21217,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1502,Western,"N W FULTON AV
BALTIMORE, MD"
889209,P181130138,04/23/2018 01:06:00 AM,High,WD,SHOOTING,900 N MONROE ST,21217,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"900 N MONROE ST
BALTIMORE, MD
(39.299101, -76.647544)"
889841,P181122236,04/22/2018 08:03:00 PM,High,NE,SHOOTING,2900 MAYFIELD AV,21213,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 801.01,,"2900 MAYFIELD AV
BALTIMORE, MD
(39.346596, -76.775617)"
889191,P181130168,04/23/2018 01:17:00 AM,High,WD,SHOOTING,900 N MONROE ST,21217,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"900 N MONROE ST
BALTIMORE, MD
(39.299101, -76.647544)"
