RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location
246534,P183400414,12/06/2018 05:21:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
1130003,P180181001,01/18/2018 11:35:00 AM,Low,NW,PROSTITUTION,4700 GARRISON BL,21215,West Arlington,Northwestern,621,6,D1,Dorchester/Ashburton,Census Tract 1510,,"4700 GARRISON
BL BALTIMORE, MD
(39.339458, -76.68459)"
1130029,P180180971,01/18/2018 11:25:00 AM,Low,NW,PROSTITUTION,3000 GARRISON BL,21216,Concerned Citizens Of Forest Park,Northwestern,642,6,D9,Forest Park/Walbrook,Census Tract 1508,,"3000 GARRISON
BL BALTIMORE, MD
(39.322068, -76.679634)"
249046,P183390965,12/05/2018 10:53:00 AM,Low,SE,PROSTITUTION,BETHLEHEM AV/GRACELAND AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"BETHLEHEM AV
BALTIMORE, MD"
249065,P183390927,12/05/2018 10:41:00 AM,Low,SE,PROSTITUTION,ESTHER PL/N CONKLING ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Orangeville/East Highlandtown,Census Tract 2604.04,,"N ESTHER PL
BALTIMORE, MD"
1133079,P180170064,01/17/2018 12:54:00 AM,Low,SD,PROSTITUTION,4500 BLK FAIRHAVEN AV,21226,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,,"4500 BLK FAIRHAVEN AV
BALTIMORE, MD
(39.225469, -76.589997)"
248859,P183391182,12/05/2018 12:07:00 PM,Low,NE,PROSTITUTION,HARFORD RD/CHESLEY AV,21234,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2705.01,,"HARFORD RD
BALTIMORE, MD"
1134988,P180160905,01/16/2018 10:37:00 AM,Medium,SW,PROSTITUTION,2600 WASHINGTON BL,21230,Morrell Park,Southwestern,831,10,D10,Morrell Park/Violetville,Census Tract 2502.06,,"2600 WASHINGTON
BL BALTIMORE, MD
(39.26549, -76.653704)"
249133,P183390854,12/05/2018 10:18:00 AM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
249809,P183390053,12/05/2018 12:24:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
1134800,P180161131,01/16/2018 12:19:00 PM,Medium,CW,PROSTITUTION,1700 WILKENS AV,21223,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,"1700 WILKENS AV
BALTIMORE, MD
(39.282982, -76.644026)"
252301,P183380454,12/04/2018 06:13:00 AM,Low,SD,PROSTITUTION,0TH ST/PONTIAC AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
1137430,P180150710,01/15/2018 10:49:00 AM,Medium,SD,PROSTITUTION,2600 W PATAPSCO AV,21227,Lakeland,Southern,923,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,,"2600 W PATAPSCO AV
BALTIMORE, MD
(39.253129, -76.652931)"
255120,P183370720,12/03/2018 08:31:00 AM,Low,ND,PROSTITUTION,E 0TH ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0TH ST
BALTIMORE, MD"
255134,P183370692,12/03/2018 08:21:00 AM,Low,ND,PROSTITUTION,E 0TH ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0TH ST
BALTIMORE, MD"
257607,P183360635,12/02/2018 07:49:00 AM,Low,ND,PROSTITUTION,E 0TH ST/ST PAUL ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E 0TH ST
BALTIMORE, MD"
258481,P183352703,12/01/2018 09:30:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
260522,P183350403,12/01/2018 03:27:00 AM,Low,ED,PROSTITUTION,E 0RD ST/GUILFORD AV,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E 0RD ST
BALTIMORE, MD"
1144897,P180120941,01/12/2018 10:38:00 AM,Medium,SD,PROSTITUTION,1700 RAMSAY ST,21223,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,"1700 RAMSAY ST
BALTIMORE, MD
(39.283222, -76.643917)"
1144923,P180120911,01/12/2018 10:26:00 AM,Medium,SD,PROSTITUTION,1400 MCHENRY ST,21223,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1902,Tri-District,"1400 MCHENRY ST
BALTIMORE, MD
(39.284489, -76.639696)"
262697,P183341396,11/30/2018 12:41:00 PM,Low,ND,PROSTITUTION,N CHARLES ST/W 0ST ST,21218,Charles North,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,,"N W CHARLES ST
BALTIMORE, MD"
262260,P183341898,11/30/2018 03:15:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
262274,P183341869,11/30/2018 03:09:00 PM,Low,SE,PROSTITUTION,BETHLEHEM AV/GRACELAND AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"BETHLEHEM AV
BALTIMORE, MD"
263412,P183340539,11/30/2018 06:48:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
263424,P183340529,11/30/2018 06:42:00 AM,Low,ND,PROSTITUTION,E 0RD ST/GUILFORD AV,21218,Abell,Northern,512,14,D2,Greater Charles Village/Barclay,Census Tract 1202.01,,"E 0RD ST
BALTIMORE, MD"
263411,P183340541,11/30/2018 06:50:00 AM,Low,ED,PROSTITUTION,E 0RD ST/GUILFORD AV,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E 0RD ST
BALTIMORE, MD"
263714,P183340188,11/30/2018 01:36:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
263438,P183340512,11/30/2018 06:30:00 AM,Low,ND,PROSTITUTION,N CALVERT ST/E 0RD ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"N E CALVERT ST
BALTIMORE, MD"
266285,P183330415,11/29/2018 05:37:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
266305,P183330388,11/29/2018 05:21:00 AM,Low,ND,PROSTITUTION,E 0TH ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0TH ST
BALTIMORE, MD"
1148533,P180102925,01/10/2018 10:49:00 PM,Medium,NW,PROSTITUTION,3400 GARRISON BL,21215,Dorchester,Northwestern,621,6,D1,Dorchester/Ashburton,Census Tract 1510,,"3400 GARRISON
BL BALTIMORE, MD
(39.327934, -76.682463)"
267763,P183322049,11/28/2018 04:36:00 PM,Low,SW,PROSTITUTION,2800 BLK WASHINGTON BL,21230,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2502.06,,"2800 BLK
WASHINGTON BL BALTIMORE, MD"
266924,P183322964,11/28/2018 09:24:00 PM,Low,ND,PROSTITUTION,N CALVERT ST/E 0RD ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"N E CALVERT ST
BALTIMORE, MD"
1151067,P180100004,01/10/2018 12:00:00 AM,Medium,WD,PROSTITUTION,1300 BLK N STOCKTON ST,21217,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1601,Central,"1300 BLK N STOCKTON ST
BALTIMORE, MD
(39.303575, -76.63747)"
268680,P183320949,11/28/2018 10:15:00 AM,Low,NE,PROSTITUTION,HARFORD RD/KILDAIRE DR,21234,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2705.01,,"HARFORD RD
BALTIMORE, MD"
1153362,P180090237,01/09/2018 04:39:00 AM,Medium,WD,PROSTITUTION,1300 BLK N STOCKTON ST,21217,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1601,Central,"1300 BLK N STOCKTON ST
BALTIMORE, MD
(39.303575, -76.63747)"
273774,P183301542,11/26/2018 02:35:00 PM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
273174,P183302211,11/26/2018 05:56:00 PM,Low,SW,PROSTITUTION,2800 BLK WASHINGTON BL,21230,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2502.06,,"2800 BLK
WASHINGTON BL BALTIMORE, MD"
273279,P183302093,11/26/2018 05:26:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
274651,P183300535,11/26/2018 07:37:00 AM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,Brooklyn,"0TH ST
BALTIMORE, MD"
275097,P183300047,11/26/2018 12:01:00 AM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
275415,P183292390,11/25/2018 09:15:00 PM,Low,SD,PROSTITUTION,FAIRHAVEN AV/CHURCH ST,21226,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,,"FAIRHAVEN AV
BALTIMORE, MD"
275578,P183292210,11/25/2018 07:55:00 PM,Medium,CD,PROSTITUTION,W MADISON ST/N HOWARD ST,21201,Mount Vernon,Central,142,11,D8,Midtown,Census Tract 1102,,"W N MADISON ST
BALTIMORE, MD"
277347,P183290228,11/25/2018 01:57:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
277405,P183290173,11/25/2018 01:21:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
277189,P183290414,11/25/2018 05:31:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
1166848,P180030821,01/03/2018 10:51:00 AM,Medium,CW,PROSTITUTION,6800 HARFORD RD,21234,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2707.03,,"6800 HARFORD RD
BALTIMORE, MD
(39.364564, -76.550849)"
285106,P183252022,11/21/2018 05:02:00 PM,Low,SE,PROSTITUTION,BETHLEHEM AV/GRACELAND AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"BETHLEHEM AV
BALTIMORE, MD"
286088,P183250905,11/21/2018 10:19:00 AM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
285488,P183251597,11/21/2018 02:43:00 PM,Low,SD,PROSTITUTION,0RD ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0RD ST
BALTIMORE, MD"
286124,P183250867,11/21/2018 09:56:00 AM,Low,SD,PROSTITUTION,0TH ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0TH ST
BALTIMORE, MD"
285677,P183251376,11/21/2018 01:28:00 PM,Low,SD,PROSTITUTION,0RD ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0RD ST
BALTIMORE, MD"
285476,P183251606,11/21/2018 02:48:00 PM,Low,SD,PROSTITUTION,0RD ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0RD ST
BALTIMORE, MD"
285688,P183251373,11/21/2018 01:25:00 PM,Low,SD,PROSTITUTION,0RD ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0RD ST
BALTIMORE, MD"
287076,P183242786,11/20/2018 09:56:00 PM,Low,SD,PROSTITUTION,0RD ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0RD ST
BALTIMORE, MD"
286873,P183243031,11/20/2018 11:41:00 PM,Low,SD,PROSTITUTION,0RD ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0RD ST
BALTIMORE, MD"
287149,P183242703,11/20/2018 09:21:00 PM,Low,SD,PROSTITUTION,0RD ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0RD ST
BALTIMORE, MD"
288143,P183241608,11/20/2018 03:13:00 PM,Low,NW,PROSTITUTION,FERNHILL AV/GARRISON BL,21215,Dolfield,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1510,,"FERNHILL AV
BL BALTIMORE, MD"
289840,P183232929,11/19/2018 09:40:00 PM,Low,ND,PROSTITUTION,E 0RD ST/ST PAUL ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E 0RD ST
BALTIMORE, MD"
291644,P183230894,11/19/2018 10:27:00 AM,Low,SE,PROSTITUTION,BETHLEHEM AV/GRACELAND AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"BETHLEHEM AV
BALTIMORE, MD"
1173033,P173651103,12/31/2017 02:45:00 PM,Medium,ND,PROSTITUTION,2200 ST PAUL ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"2200 ST PAUL ST
BALTIMORE, MD
(39.314574, -76.615191)"
292091,P183230347,11/19/2018 05:12:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
294114,P183220769,11/18/2018 09:03:00 AM,Low,ED,PROSTITUTION,AIKEN ST/E 0TH ST,21218,Coldstream Homestead Montebello,Northeastern,411,14,D5,Midway/Coldstream,Census Tract 908,Eastern1,"E AIKEN ST
BALTIMORE, MD"
293482,P183221476,11/18/2018 03:25:00 PM,Low,ND,PROSTITUTION,N CHARLES ST/E 0ST ST,21218,Charles North,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,,"N E CHARLES ST
BALTIMORE, MD"
293426,P183221536,11/18/2018 03:52:00 PM,Low,SD,PROSTITUTION,0ND ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0ND ST
BALTIMORE, MD"
295028,P183212865,11/17/2018 10:16:00 PM,Low,NW,PROSTITUTION,BARRINGTON RD/GARRISON BL,21207,Callaway-Garrison,Northwestern,642,6,D1,Dorchester/Ashburton,Census Tract 1510,,"BARRINGTON RD
BL BALTIMORE, MD"
1176925,P173631853,12/29/2017 05:54:00 PM,Medium,SW,PROSTITUTION,3200 ELGIN AV,21216,Walbrook,Southwestern,811,7,D9,Greater Mondawmin,Census Tract 1507.02,,"3200 ELGIN AV
BALTIMORE, MD
(39.313219, -76.671397)"
1177863,P173630785,12/29/2017 10:51:00 AM,Medium,SW,PROSTITUTION,1800 BLK DESOTO RD,21230,Morrell Park,Southwestern,831,10,D10,Morrell Park/Violetville,Census Tract 2502.06,,"1800 BLK DESOTO RD
BALTIMORE, MD
(39.265277, -76.655697)"
296547,P183211168,11/17/2018 11:39:00 AM,Low,SW,PROSTITUTION,2800 BLK WASHINGTON BL,21230,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2502.06,,"2800 BLK
WASHINGTON BL BALTIMORE, MD"
295996,P183211771,11/17/2018 03:51:00 PM,Low,SD,PROSTITUTION,E JEFFREY ST/0TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E JEFFREY ST
BALTIMORE, MD"
1179259,P173621861,12/28/2017 06:14:00 PM,Medium,WD,PROSTITUTION,1300 BLK N STOCKTON ST,21217,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1601,Central,"1300 BLK N STOCKTON ST
BALTIMORE, MD
(39.303575, -76.63747)"
1180183,P173620825,12/28/2017 11:25:00 AM,Medium,SW,PROSTITUTION,2800 WASHINGTON BL,21230,Morrell Park,Southwestern,831,10,D10,Morrell Park/Violetville,Census Tract 2502.06,,"2800 WASHINGTON
BL BALTIMORE, MD
(39.263265, -76.656202)"
299778,P183200592,11/16/2018 08:35:00 AM,Low,NW,PROSTITUTION,GARRISON BL/FERNHILL AV,21215,Dolfield,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1510,,"GARRISON BL
BALTIMORE, MD"
302110,P183190570,11/15/2018 07:54:00 AM,Low,CD,PROSTITUTION,MADISON AV/GOLD ST,21217,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,,"MADISON AV
BALTIMORE, MD"
1182724,P173610490,12/27/2017 09:13:00 AM,Medium,SD,PROSTITUTION,4200 FAIRHAVEN AV,21226,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,,"4200 FAIRHAVEN AV
BALTIMORE, MD
(39.227492, -76.590198)"
1182700,P173610510,12/27/2017 09:26:00 AM,Medium,SW,PROSTITUTION,2800 WASHINGTON BL,21230,Morrell Park,Southwestern,831,10,D10,Morrell Park/Violetville,Census Tract 2502.06,,"2800 WASHINGTON
BL BALTIMORE, MD
(39.263265, -76.656202)"
303929,P183181725,11/14/2018 03:24:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
303004,P183182756,11/14/2018 09:00:00 PM,Medium,SE,PROSTITUTION,S CONKLING ST/CLAREMONT ST,21224,Highlandtown,Southeastern,231,1,D6,Highlandtown,Census Tract 2608,,"S CONKLING ST
BALTIMORE, MD"
306987,P183171384,11/13/2018 01:10:00 PM,Low,SE,PROSTITUTION,S CONKLING ST/E PRATT ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"S E CONKLING ST
BALTIMORE, MD"
307590,P183170631,11/13/2018 08:30:00 AM,Low,SE,PROSTITUTION,S CONKLING ST/E PRATT ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"S E CONKLING ST
BALTIMORE, MD"
1188753,P173580485,12/24/2017 07:30:00 AM,Medium,NW,PROSTITUTION,4100 ROLLINS AV,21207,Dorchester,Northwestern,621,6,D1,Dorchester/Ashburton,Census Tract 1510,,"4100 ROLLINS AV
BALTIMORE, MD
(39.332214, -76.687559)"
1187070,P173590015,12/25/2017 12:12:00 AM,Medium,SD,PROSTITUTION,1400 BLK CHERRY ST,21226,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,,"1400 BLK CHERRY ST
BALTIMORE, MD
(39.222016, -76.591181)"
309830,P183160898,11/12/2018 11:32:00 AM,Low,SD,PROSTITUTION,E JEFFREY ST/0TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E JEFFREY ST
BALTIMORE, MD"
315111,P183140508,11/10/2018 05:01:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
1195047,P173551807,12/21/2017 04:40:00 PM,Medium,SE,PROSTITUTION,6600 GRACELAND AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"6600 GRACELAND AV
BALTIMORE, MD
(39.281216, -76.534728)"
320900,P183120424,11/08/2018 05:15:00 AM,Low,ND,PROSTITUTION,E 0RD ST/ST PAUL ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E 0RD ST
BALTIMORE, MD"
320912,P183120413,11/08/2018 05:11:00 AM,Low,CD,PROSTITUTION,0 GUILFORD AV,21202,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,,"0 GUILFORD AV
BALTIMORE, MD"
322861,P183111609,11/07/2018 01:54:00 PM,Low,SE,PROSTITUTION,N CONKLING ST/ROBERTS PL,21224,Baltimore Highlands,Southeastern,223,1,D6,Orangeville/East Highlandtown,Census Tract 2604.04,,"N CONKLING ST
BALTIMORE, MD"
1202117,P173522579,12/18/2017 09:25:00 PM,Medium,SD,PROSTITUTION,3400 BLK 4TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"3400 BLK 4TH ST
BALTIMORE, MD
(39.240439, -76.60381)"
322677,P183111819,11/07/2018 03:02:00 PM,Low,SE,PROSTITUTION,STEELTON AV/O DONNELL ST,21224,Graceland Park,Southeastern,243,1,D6,Orangeville/East Highlandtown,Census Tract 2606.04,,"STEELTON AV
BALTIMORE, MD"
1203475,P173521049,12/18/2017 12:23:00 PM,Medium,SD,PROSTITUTION,1700 WILKENS AV,21223,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,"1700 WILKENS AV
BALTIMORE, MD
(39.282982, -76.644026)"
323539,P183110937,11/07/2018 09:12:00 AM,Low,NE,PROSTITUTION,HARFORD RD/BERWICK AV,21234,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2705.01,,"HARFORD RD
BALTIMORE, MD"
1202529,P173522120,12/18/2017 06:24:00 PM,Medium,NW,PROSTITUTION,2600 GARRISON BL,21216,Garwyn Oaks,Northwestern,641,6,D9,Forest Park/Walbrook,Census Tract 1508,,"2600 GARRISON
BL BALTIMORE, MD
(39.317341, -76.676875)"
1201839,P173530009,12/18/2017 11:57:00 PM,Medium,SE,PROSTITUTION,6600 GRACELAND AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"6600 GRACELAND AV
BALTIMORE, MD
(39.281216, -76.534728)"
323215,P183111236,11/07/2018 11:39:00 AM,Low,SE,PROSTITUTION,E PRATT ST/S CONKLING ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"E S PRATT ST
BALTIMORE, MD"
323520,P183110975,11/07/2018 09:21:00 AM,Low,NE,PROSTITUTION,HARFORD RD/E NORTHERN PY,21214,Westfield,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2705.02,,"E HARFORD RD
PY BALTIMORE, MD"
324703,P183102622,11/06/2018 08:08:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
326994,P183100028,11/06/2018 12:11:00 AM,Low,NW,PROSTITUTION,3600 ALTO RD,21216,Garwyn Oaks,Northwestern,641,6,D9,Forest Park/Walbrook,Census Tract 1508,,"3600 ALTO RD
BALTIMORE, MD"
328298,P183091627,11/05/2018 03:14:00 PM,Low,SE,PROSTITUTION,S CONKLING ST/E PRATT ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"S E CONKLING ST
BALTIMORE, MD"
328306,P183091622,11/05/2018 03:08:00 PM,Low,SE,PROSTITUTION,BETHLEHEM AV/GRACELAND AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"BETHLEHEM AV
BALTIMORE, MD"
1211947,P173481444,12/14/2017 02:16:00 PM,Medium,SW,PROSTITUTION,2600 BLK WILKENS AV,21223,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,,"2600 BLK WILKENS AV
BALTIMORE, MD
(39.278754, -76.656659)"
333253,P183072154,11/03/2018 06:34:00 PM,Low,NW,PROSTITUTION,W GARRISON AV/REISTERSTOWN RD,21215,Lucille Park,Northwestern,613,6,D1,Glen-Fallstaff,Census Tract 2801.01,Northwestern,"W GARRISON AV
BALTIMORE, MD"
1212453,P173480848,12/14/2017 10:25:00 AM,Medium,SW,PROSTITUTION,2600 WILKENS AV,21223,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,,"2600 WILKENS AV
BALTIMORE, MD
(39.278754, -76.656659)"
1212449,P173480851,12/14/2017 10:26:00 AM,Medium,SD,PROSTITUTION,400 S PAYSON ST,21223,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 2003,Tri-District,"400 S PAYSON ST
BALTIMORE, MD
(39.282792, -76.64836)"
335572,P183062914,11/02/2018 08:52:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
1214682,P173471130,12/13/2017 12:49:00 PM,Medium,NW,PROSTITUTION,4300 GARRISON BL,21215,West Arlington,Northwestern,621,6,D1,Dorchester/Ashburton,Census Tract 1510,,"4300 GARRISON
BL BALTIMORE, MD
(39.336098, -76.684748)"
336498,P183061868,11/02/2018 03:36:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
